"protein__id","gene__name","group","replicate","variable","value"
"P0AET2","hdeB","Ampicillin",3,"lfq",32.6435
"P0AET2","hdeB","Cefotaxime",1,"lfq",33.1637
"P0AET2","hdeB","Cefotaxime",2,"lfq",32.5764
"P0AET2","hdeB","Cefotaxime",3,"lfq",33.3208
"P0AET2","hdeB","Impipenem",1,"lfq",33.8669
"P0AET2","hdeB","Impipenem",2,"lfq",33.722
"P0AET2","hdeB","Impipenem",3,"lfq",33.8453
"P0AET2","hdeB","Ciprofloxacin",1,"lfq",30.5559
"P0AET2","hdeB","Ciprofloxacin",2,"lfq",30.7345
"P0AET2","hdeB","Ciprofloxacin",3,"lfq",28.8612
"P0AET2","hdeB","Control",1,"lfq",32.7241
"P0AET2","hdeB","Control",2,"lfq",32.3487
"P0AET2","hdeB","Control",3,"lfq",32.8595
"P0AET8","hdhA","Ampicillin",1,"lfq",27.9005
"P0AET8","hdhA","Ampicillin",2,"lfq",27.5134
"P0AET8","hdhA","Ampicillin",3,"lfq",27.7946
"P0AET8","hdhA","Cefotaxime",1,"lfq",27.4226
"P0AET8","hdhA","Cefotaxime",2,"lfq",27.828
"P0AET8","hdhA","Cefotaxime",3,"lfq",27.2419
"P0AET8","hdhA","Impipenem",1,"lfq",27.0784
"P0AET8","hdhA","Impipenem",2,"lfq",26.7287
"P0AET8","hdhA","Impipenem",3,"lfq",26.9099
"P0AET8","hdhA","Ciprofloxacin",1,"lfq",26.6732
"P0AET8","hdhA","Ciprofloxacin",2,"lfq",27.0735
"P0AET8","hdhA","Ciprofloxacin",3,"lfq",24.6176
"P0AET8","hdhA","Control",1,"lfq",26.8454
"P0AET8","hdhA","Control",2,"lfq",26.7032
"P0AET8","hdhA","Control",3,"lfq",27.7895
"P0AEU0","hisJ","Ampicillin",1,"lfq",27.2346
"P0AEU0","hisJ","Ampicillin",2,"lfq",28.369
"P0AEU0","hisJ","Ampicillin",3,"lfq",27.9706
"P0AEU0","hisJ","Cefotaxime",1,"lfq",26.9695
"P0AEU0","hisJ","Cefotaxime",2,"lfq",28.255
"P0AEU0","hisJ","Cefotaxime",3,"lfq",25.9938
"P0AEU0","hisJ","Impipenem",1,"lfq",27.2137
"P0AEU0","hisJ","Impipenem",2,"lfq",27.5086
"P0AEU0","hisJ","Impipenem",3,"lfq",27.9769
"P0AEU0","hisJ","Ciprofloxacin",1,"lfq",26.4471
"P0AEU0","hisJ","Ciprofloxacin",2,"lfq",30.1651
"P0AEU0","hisJ","Ciprofloxacin",3,"lfq",28.8044
"P0AEU0","hisJ","Control",1,"lfq",26.8168
"P0AEU0","hisJ","Control",2,"lfq",27.732
"P0AEU0","hisJ","Control",3,"lfq",27.5469
"P0AEU7","skp","Ampicillin",1,"lfq",29.7807
"P0AEU7","skp","Ampicillin",2,"lfq",29.1439
"P0AEU7","skp","Ampicillin",3,"lfq",30.7062
"P0AEU7","skp","Cefotaxime",1,"lfq",30.1868
"P0AEU7","skp","Cefotaxime",2,"lfq",30.5274
"P0AEU7","skp","Cefotaxime",3,"lfq",30.7333
"P0AEU7","skp","Impipenem",1,"lfq",29.5851
"P0AEU7","skp","Impipenem",2,"lfq",29.2418
"P0AEU7","skp","Impipenem",3,"lfq",29.8813
"P0AEU7","skp","Ciprofloxacin",1,"lfq",30.2159
"P0AEU7","skp","Ciprofloxacin",2,"lfq",29.9719
"P0AEU7","skp","Ciprofloxacin",3,"lfq",29.3796
"P0AEU7","skp","Control",1,"lfq",29.7617
"P0AEU7","skp","Control",2,"lfq",29.5299
"P0AEU7","skp","Control",3,"lfq",29.3261
"P0AEX9","malE","Ampicillin",1,"lfq",33.0589
"P0AEX9","malE","Ampicillin",2,"lfq",32.3786
"P0AEX9","malE","Ampicillin",3,"lfq",33.3374
"P0AEX9","malE","Cefotaxime",1,"lfq",32.9572
"P0AEX9","malE","Cefotaxime",2,"lfq",33.3506
"P0AEX9","malE","Cefotaxime",3,"lfq",32.8767
"P0AEX9","malE","Impipenem",1,"lfq",32.9222
"P0AEX9","malE","Impipenem",2,"lfq",33.0106
"P0AEX9","malE","Impipenem",3,"lfq",34.0929
"P0AEX9","malE","Ciprofloxacin",1,"lfq",34.2426
"P0AEX9","malE","Ciprofloxacin",2,"lfq",31.8987
"P0AEX9","malE","Ciprofloxacin",3,"lfq",31.9556
"P0AEX9","malE","Control",1,"lfq",32.4836
"P0AEX9","malE","Control",2,"lfq",32.1845
"P0AEX9","malE","Control",3,"lfq",32.6916
"P0AEY5","mdaB","Ampicillin",1,"lfq",27.5256
"P0AEY5","mdaB","Ampicillin",2,"lfq",27.989
"P0AEY5","mdaB","Ampicillin",3,"lfq",27.5167
"P0AEY5","mdaB","Cefotaxime",1,"lfq",28.3736
"P0AEY5","mdaB","Cefotaxime",2,"lfq",28.1664
"P0AEY5","mdaB","Cefotaxime",3,"lfq",28.5285
"P0AEY5","mdaB","Impipenem",1,"lfq",28.6988
"P0AEY5","mdaB","Impipenem",2,"lfq",28.7737
"P0AEY5","mdaB","Impipenem",3,"lfq",28.7125
"P0AEY5","mdaB","Ciprofloxacin",1,"lfq",28.3514
"P0AEY5","mdaB","Ciprofloxacin",2,"lfq",27.8353
"P0AEY5","mdaB","Ciprofloxacin",3,"lfq",27.7525
"P0AEY5","mdaB","Control",1,"lfq",28.1109
"P0AEY5","mdaB","Control",2,"lfq",28.0676
"P0AEY5","mdaB","Control",3,"lfq",27.4084
"P0AEZ3","minD","Ampicillin",1,"lfq",27.4567
"P0AEZ3","minD","Ampicillin",2,"lfq",27.0607
"P0AEZ3","minD","Ampicillin",3,"lfq",27.1357
"P0AEZ3","minD","Cefotaxime",1,"lfq",27.654
"P0AEZ3","minD","Cefotaxime",2,"lfq",27.6124
"P0AEZ3","minD","Cefotaxime",3,"lfq",27.5928
"P0AEZ3","minD","Impipenem",1,"lfq",27.9192
"P0AEZ3","minD","Impipenem",2,"lfq",27.7452
"P0AEZ3","minD","Impipenem",3,"lfq",27.5625
"P0AEZ3","minD","Ciprofloxacin",1,"lfq",27.4159
"P0AEZ3","minD","Ciprofloxacin",2,"lfq",27.724
"P0AEZ3","minD","Ciprofloxacin",3,"lfq",27.65
"P0AEZ3","minD","Control",1,"lfq",26.984
"P0AEZ3","minD","Control",2,"lfq",27.3373
"P0AEZ3","minD","Control",3,"lfq",27.5851
"P0AEZ9","moaB","Ampicillin",1,"lfq",27.8891
"P0AEZ9","moaB","Ampicillin",2,"lfq",27.6811
"P0AEZ9","moaB","Ampicillin",3,"lfq",27.7387
"P0AEZ9","moaB","Cefotaxime",1,"lfq",27.5135
"P0AEZ9","moaB","Cefotaxime",2,"lfq",27.4952
"P0AEZ9","moaB","Cefotaxime",3,"lfq",27.507
"P0AEZ9","moaB","Impipenem",1,"lfq",27.0524
"P0AEZ9","moaB","Impipenem",2,"lfq",27.5188
"P0AEZ9","moaB","Impipenem",3,"lfq",27.413
"P0AEZ9","moaB","Ciprofloxacin",1,"lfq",27.3294
"P0AEZ9","moaB","Ciprofloxacin",2,"lfq",27.7897
"P0AEZ9","moaB","Ciprofloxacin",3,"lfq",27.3266
"P0AEZ9","moaB","Control",1,"lfq",27.5077
"P0AEZ9","moaB","Control",2,"lfq",27.4875
"P0AEZ9","moaB","Control",3,"lfq",27.1977
"P0AF03","mog","Ampicillin",1,"lfq",26.5392
"P0AF03","mog","Ampicillin",2,"lfq",25.9343
"P0AF03","mog","Ampicillin",3,"lfq",26.9505
"P0AF03","mog","Cefotaxime",1,"lfq",27.0443
"P0AF03","mog","Cefotaxime",2,"lfq",26.4833
"P0AF03","mog","Cefotaxime",3,"lfq",26.8506
"P0AF03","mog","Impipenem",1,"lfq",26.5422
"P0AF03","mog","Impipenem",2,"lfq",27.1979
"P0AF03","mog","Impipenem",3,"lfq",26.8126
"P0AF03","mog","Ciprofloxacin",1,"lfq",26.4088
"P0AF03","mog","Ciprofloxacin",2,"lfq",26.3461
"P0AF03","mog","Ciprofloxacin",3,"lfq",26.6406
"P0AF03","mog","Control",1,"lfq",27.4595
"P0AF03","mog","Control",2,"lfq",26.6255
"P0AF03","mog","Control",3,"lfq",27.044
"P0AF08","mrp","Ampicillin",1,"lfq",26.2372
"P0AF08","mrp","Ampicillin",2,"lfq",23.8228
"P0AF08","mrp","Ampicillin",3,"lfq",26.8704
"P0AF08","mrp","Cefotaxime",1,"lfq",27.5871
"P0AF08","mrp","Cefotaxime",2,"lfq",25.9905
"P0AF08","mrp","Cefotaxime",3,"lfq",26.6024
"P0AF08","mrp","Impipenem",1,"lfq",27.4392
"P0AF08","mrp","Impipenem",2,"lfq",26.493
"P0AF08","mrp","Impipenem",3,"lfq",26.2777
"P0AF08","mrp","Ciprofloxacin",1,"lfq",26.0524
"P0AF08","mrp","Ciprofloxacin",2,"lfq",24.0779
"P0AF08","mrp","Ciprofloxacin",3,"lfq",25.5297
"P0AF08","mrp","Control",1,"lfq",26.7497
"P0AF08","mrp","Control",2,"lfq",24.3259
"P0AF08","mrp","Control",3,"lfq",26.5004
"P0AF12","mtnN","Ampicillin",1,"lfq",27.1687
"P0AF12","mtnN","Ampicillin",2,"lfq",26.7771
"P0AF12","mtnN","Ampicillin",3,"lfq",28.2335
"P0AF12","mtnN","Cefotaxime",1,"lfq",27.357
"P0AF12","mtnN","Cefotaxime",2,"lfq",27.4994
"P0AF12","mtnN","Cefotaxime",3,"lfq",27.6209
"P0AF12","mtnN","Impipenem",1,"lfq",26.9772
"P0AF12","mtnN","Impipenem",2,"lfq",27.6865
"P0AF12","mtnN","Impipenem",3,"lfq",27.0289
"P0AF12","mtnN","Ciprofloxacin",1,"lfq",26.6951
"P0AF12","mtnN","Ciprofloxacin",2,"lfq",27.5898
"P0AF12","mtnN","Ciprofloxacin",3,"lfq",25.3168
"P0AF12","mtnN","Control",1,"lfq",27.1062
"P0AF12","mtnN","Control",2,"lfq",28.3311
"P0AF12","mtnN","Control",3,"lfq",24.6657
"P0AF18","nagA","Ampicillin",1,"lfq",26.8391
"P0AF18","nagA","Ampicillin",2,"lfq",27.2212
"P0AF18","nagA","Ampicillin",3,"lfq",25.0913
"P0AF18","nagA","Cefotaxime",1,"lfq",27.7095
"P0AF18","nagA","Cefotaxime",2,"lfq",27.1319
"P0AF18","nagA","Cefotaxime",3,"lfq",26.9629
"P0AF18","nagA","Impipenem",1,"lfq",26.7239
"P0AF18","nagA","Impipenem",2,"lfq",26.5197
"P0AF18","nagA","Impipenem",3,"lfq",27.7212
"P0AF18","nagA","Ciprofloxacin",1,"lfq",26.7477
"P0AF18","nagA","Ciprofloxacin",2,"lfq",26.8911
"P0AF18","nagA","Ciprofloxacin",3,"lfq",24.3772
"P0AF18","nagA","Control",1,"lfq",27.044
"P0AF18","nagA","Control",2,"lfq",24.7688
"P0AF18","nagA","Control",3,"lfq",26.7008
"P0AF28","narL","Ampicillin",1,"lfq",27.8358
"P0AF28","narL","Ampicillin",2,"lfq",28.2386
"P0AF28","narL","Ampicillin",3,"lfq",28.0669
"P0AF28","narL","Cefotaxime",1,"lfq",28.1182
"P0AF28","narL","Cefotaxime",2,"lfq",27.8404
"P0AF28","narL","Cefotaxime",3,"lfq",28.493
"P0AF28","narL","Impipenem",1,"lfq",27.4784
"P0AF28","narL","Impipenem",2,"lfq",27.9056
"P0AF28","narL","Impipenem",3,"lfq",28.0204
"P0AF28","narL","Ciprofloxacin",1,"lfq",27.8137
"P0AF28","narL","Ciprofloxacin",2,"lfq",28.0841
"P0AF28","narL","Ciprofloxacin",3,"lfq",28.2717
"P0AF28","narL","Control",1,"lfq",27.6366
"P0AF28","narL","Control",2,"lfq",28.2236
"P0AF28","narL","Control",3,"lfq",27.7766
"P0AF36","zapB","Ampicillin",1,"lfq",31.5887
"P0AF36","zapB","Ampicillin",2,"lfq",29.7663
"P0AF36","zapB","Ampicillin",3,"lfq",32.5151
"P0AF36","zapB","Cefotaxime",1,"lfq",31.4061
"P0AF36","zapB","Cefotaxime",2,"lfq",31.5171
"P0AF36","zapB","Cefotaxime",3,"lfq",31.4059
"P0AF36","zapB","Impipenem",1,"lfq",30.7976
"P0AF36","zapB","Impipenem",2,"lfq",30.7865
"P0AF36","zapB","Impipenem",3,"lfq",31.3558
"P0AF36","zapB","Ciprofloxacin",1,"lfq",30.7982
"P0AF36","zapB","Ciprofloxacin",2,"lfq",30.2587
"P0AF36","zapB","Ciprofloxacin",3,"lfq",30.3588
"P0AF36","zapB","Control",1,"lfq",29.9994
"P0AF36","zapB","Control",2,"lfq",30.4209
"P0AF36","zapB","Control",3,"lfq",30.7505
"P0AF50","yjbR","Ampicillin",1,"lfq",27.255
"P0AF50","yjbR","Ampicillin",2,"lfq",22.9522
"P0AF50","yjbR","Ampicillin",3,"lfq",27.3848
"P0AF50","yjbR","Cefotaxime",1,"lfq",28.212
"P0AF50","yjbR","Cefotaxime",2,"lfq",28.1476
"P0AF50","yjbR","Cefotaxime",3,"lfq",27.9118
"P0AF50","yjbR","Impipenem",1,"lfq",27.0371
"P0AF50","yjbR","Impipenem",2,"lfq",26.9525
"P0AF50","yjbR","Impipenem",3,"lfq",28.1025
"P0AF50","yjbR","Ciprofloxacin",1,"lfq",26.118
"P0AF50","yjbR","Ciprofloxacin",2,"lfq",24.2739
"P0AF50","yjbR","Ciprofloxacin",3,"lfq",26.0312
"P0AF50","yjbR","Control",1,"lfq",26.9937
"P0AF50","yjbR","Control",2,"lfq",26.7275
"P0AF50","yjbR","Control",3,"lfq",26.8948
"P0AF67","tsaE","Ampicillin",1,"lfq",24.9476
"P0AF67","tsaE","Ampicillin",2,"lfq",24.6285
"P0AF67","tsaE","Ampicillin",3,"lfq",23.6313
"P0AF67","tsaE","Cefotaxime",1,"lfq",25.9362
"P0AF67","tsaE","Cefotaxime",2,"lfq",24.4336
"P0AF67","tsaE","Cefotaxime",3,"lfq",26.0349
"P0AF67","tsaE","Impipenem",1,"lfq",25.4714
"P0AF67","tsaE","Impipenem",2,"lfq",24.1157
"P0AF67","tsaE","Impipenem",3,"lfq",26.0207
"P0AF67","tsaE","Ciprofloxacin",1,"lfq",24.6254
"P0AF67","tsaE","Ciprofloxacin",2,"lfq",23.9418
"P0AF67","tsaE","Ciprofloxacin",3,"lfq",25.1392
"P0AF67","tsaE","Control",1,"lfq",25.7542
"P0AF67","tsaE","Control",2,"lfq",24.7499
"P0AF67","tsaE","Control",3,"lfq",25.4716
"P0AF90","rraB","Ampicillin",1,"lfq",27.2811
"P0AF90","rraB","Ampicillin",2,"lfq",29.8992
"P0AF90","rraB","Ampicillin",3,"lfq",27.1126
"P0AF90","rraB","Cefotaxime",1,"lfq",27.7882
"P0AF90","rraB","Cefotaxime",2,"lfq",24.5841
"P0AF90","rraB","Cefotaxime",3,"lfq",29.6441
"P0AF90","rraB","Impipenem",1,"lfq",29.6593
"P0AF90","rraB","Impipenem",2,"lfq",29.6706
"P0AF90","rraB","Impipenem",3,"lfq",29.8375
"P0AF90","rraB","Ciprofloxacin",1,"lfq",30.7209
"P0AF90","rraB","Ciprofloxacin",2,"lfq",29.9491
"P0AF90","rraB","Ciprofloxacin",3,"lfq",30.3042
"P0AF90","rraB","Control",1,"lfq",30.1554
"P0AF90","rraB","Control",2,"lfq",30.3083
"P0AF90","rraB","Control",3,"lfq",30.3724
"P0AF93","ridA","Ampicillin",1,"lfq",30.2492
"P0AF93","ridA","Ampicillin",2,"lfq",30.2791
"P0AF93","ridA","Ampicillin",3,"lfq",31.3521
"P0AF93","ridA","Cefotaxime",1,"lfq",29.5807
"P0AF93","ridA","Cefotaxime",2,"lfq",31.9618
"P0AF93","ridA","Cefotaxime",3,"lfq",30.507
"P0AF93","ridA","Impipenem",1,"lfq",29.0459
"P0AF93","ridA","Impipenem",2,"lfq",29.3813
"P0AF93","ridA","Impipenem",3,"lfq",30.9001
"P0AF93","ridA","Ciprofloxacin",1,"lfq",29.7148
"P0AF93","ridA","Ciprofloxacin",2,"lfq",30.692
"P0AF93","ridA","Ciprofloxacin",3,"lfq",29.9784
"P0AF93","ridA","Control",1,"lfq",29.7715
"P0AF93","ridA","Control",2,"lfq",29.7539
"P0AF93","ridA","Control",3,"lfq",28.9029
"P0AF96","tabA","Ampicillin",1,"lfq",30.3149
"P0AF96","tabA","Ampicillin",2,"lfq",29.7562
"P0AF96","tabA","Ampicillin",3,"lfq",29.412
"P0AF96","tabA","Cefotaxime",1,"lfq",30.6077
"P0AF96","tabA","Cefotaxime",2,"lfq",29.8572
"P0AF96","tabA","Cefotaxime",3,"lfq",30.0907
"P0AF96","tabA","Impipenem",1,"lfq",30.6364
"P0AF96","tabA","Impipenem",2,"lfq",30.7937
"P0AF96","tabA","Impipenem",3,"lfq",30.7576
"P0AF96","tabA","Ciprofloxacin",1,"lfq",30.6308
"P0AF96","tabA","Ciprofloxacin",2,"lfq",30.2806
"P0AF96","tabA","Ciprofloxacin",3,"lfq",29.5477
"P0AF96","tabA","Control",1,"lfq",30.7511
"P0AF96","tabA","Control",2,"lfq",30.3575
"P0AF96","tabA","Control",3,"lfq",30.3143
"P0AFD1","nuoE","Ampicillin",1,"lfq",25.5033
"P0AFD1","nuoE","Ampicillin",2,"lfq",22.9286
"P0AFD1","nuoE","Ampicillin",3,"lfq",26.0037
"P0AFD1","nuoE","Cefotaxime",1,"lfq",24.9058
"P0AFD1","nuoE","Cefotaxime",2,"lfq",24.6943
"P0AFD1","nuoE","Cefotaxime",3,"lfq",24.8234
"P0AFD1","nuoE","Impipenem",1,"lfq",24.6474
"P0AFD1","nuoE","Impipenem",2,"lfq",24.7355
"P0AFD1","nuoE","Impipenem",3,"lfq",25.2227
"P0AFD1","nuoE","Ciprofloxacin",1,"lfq",25.2069
"P0AFD1","nuoE","Ciprofloxacin",2,"lfq",25.5078
"P0AFD1","nuoE","Ciprofloxacin",3,"lfq",26.0767
"P0AFD1","nuoE","Control",1,"lfq",24.2597
"P0AFD1","nuoE","Control",2,"lfq",25.0136
"P0AFD1","nuoE","Control",3,"lfq",25.1644
"P0AFF6","nusA","Ampicillin",1,"lfq",31.2567
"P0AFF6","nusA","Ampicillin",2,"lfq",30.828
"P0AFF6","nusA","Ampicillin",3,"lfq",31.312
"P0AFF6","nusA","Cefotaxime",1,"lfq",31.2551
"P0AFF6","nusA","Cefotaxime",2,"lfq",31.3094
"P0AFF6","nusA","Cefotaxime",3,"lfq",31.0534
"P0AFF6","nusA","Impipenem",1,"lfq",30.8737
"P0AFF6","nusA","Impipenem",2,"lfq",30.7287
"P0AFF6","nusA","Impipenem",3,"lfq",31.0626
"P0AFF6","nusA","Ciprofloxacin",1,"lfq",31.2749
"P0AFF6","nusA","Ciprofloxacin",2,"lfq",31.1522
"P0AFF6","nusA","Ciprofloxacin",3,"lfq",31.1682
"P0AFF6","nusA","Control",1,"lfq",30.9124
"P0AFF6","nusA","Control",2,"lfq",30.8865
"P0AFF6","nusA","Control",3,"lfq",31.0448
"P0AFG0","nusG","Ampicillin",1,"lfq",27.5497
"P0AFG0","nusG","Ampicillin",2,"lfq",27.5476
"P0AFG0","nusG","Ampicillin",3,"lfq",27.6096
"P0AFG0","nusG","Cefotaxime",1,"lfq",27.688
"P0AFG0","nusG","Cefotaxime",2,"lfq",27.1476
"P0AFG0","nusG","Cefotaxime",3,"lfq",26.408
"P0AFG0","nusG","Impipenem",1,"lfq",27.955
"P0AFG0","nusG","Impipenem",2,"lfq",27.4388
"P0AFG0","nusG","Impipenem",3,"lfq",24.8506
"P0AFG0","nusG","Ciprofloxacin",1,"lfq",27.7727
"P0AFG0","nusG","Ciprofloxacin",2,"lfq",27.6712
"P0AFG0","nusG","Ciprofloxacin",3,"lfq",27.4174
"P0AFG0","nusG","Control",1,"lfq",27.5252
"P0AFG0","nusG","Control",2,"lfq",27.7169
"P0AFG0","nusG","Control",3,"lfq",27.9238
"P0AFG3","sucA","Ampicillin",1,"lfq",31.6291
"P0AFG3","sucA","Ampicillin",2,"lfq",32.0532
"P0AFG3","sucA","Ampicillin",3,"lfq",31.3667
"P0AFG3","sucA","Cefotaxime",1,"lfq",31.555
"P0AFG3","sucA","Cefotaxime",2,"lfq",30.7574
"P0AFG3","sucA","Cefotaxime",3,"lfq",31.3849
"P0AFG3","sucA","Impipenem",1,"lfq",31.6895
"P0AFG3","sucA","Impipenem",2,"lfq",31.4127
"P0AFG3","sucA","Impipenem",3,"lfq",31.303
"P0AFG3","sucA","Ciprofloxacin",1,"lfq",32.1908
"P0AFG3","sucA","Ciprofloxacin",2,"lfq",31.9567
"P0AFG3","sucA","Ciprofloxacin",3,"lfq",32.2639
"P0AFG3","sucA","Control",1,"lfq",31.615
"P0AFG3","sucA","Control",2,"lfq",31.7998
"P0AFG3","sucA","Control",3,"lfq",31.7881
"P0AFG6","sucB","Ampicillin",1,"lfq",32.392
"P0AFG6","sucB","Ampicillin",2,"lfq",32.5011
"P0AFG6","sucB","Ampicillin",3,"lfq",32.447
"P0AFG6","sucB","Cefotaxime",1,"lfq",31.9988
"P0AFG6","sucB","Cefotaxime",2,"lfq",31.5995
"P0AFG6","sucB","Cefotaxime",3,"lfq",31.8596
"P0AFG6","sucB","Impipenem",1,"lfq",32.0809
"P0AFG6","sucB","Impipenem",2,"lfq",31.8262
"P0AFG6","sucB","Impipenem",3,"lfq",31.6815
"P0AFG6","sucB","Ciprofloxacin",1,"lfq",32.3044
"P0AFG6","sucB","Ciprofloxacin",2,"lfq",32.5008
"P0AFG6","sucB","Ciprofloxacin",3,"lfq",32.8227
"P0AFG6","sucB","Control",1,"lfq",31.9747
"P0AFG6","sucB","Control",2,"lfq",31.8801
"P0AFG6","sucB","Control",3,"lfq",32.1518
"P0AFG8","aceE","Ampicillin",1,"lfq",33.3741
"P0AFG8","aceE","Ampicillin",2,"lfq",33.0432
"P0AFG8","aceE","Ampicillin",3,"lfq",33.1904
"P0AFG8","aceE","Cefotaxime",1,"lfq",33.1057
"P0AFG8","aceE","Cefotaxime",2,"lfq",33.1974
"P0AFG8","aceE","Cefotaxime",3,"lfq",33.1483
"P0AFG8","aceE","Impipenem",1,"lfq",33.0486
"P0AFG8","aceE","Impipenem",2,"lfq",33.1658
"P0AFG8","aceE","Impipenem",3,"lfq",33.4502
"P0AFG8","aceE","Ciprofloxacin",1,"lfq",33.5273
"P0AFG8","aceE","Ciprofloxacin",2,"lfq",33.8262
"P0AFG8","aceE","Ciprofloxacin",3,"lfq",33.9951
"P0AFG8","aceE","Control",1,"lfq",33.0973
"P0AFG8","aceE","Control",2,"lfq",33.0396
"P0AFG8","aceE","Control",3,"lfq",33.1646
"P0AFH8","osmY","Ampicillin",1,"lfq",31.3164
"P0AFH8","osmY","Ampicillin",2,"lfq",30.6398
"P0AFH8","osmY","Ampicillin",3,"lfq",31.9136
"P0AFH8","osmY","Cefotaxime",1,"lfq",30.4825
"P0AFH8","osmY","Cefotaxime",2,"lfq",31.7528
"P0AFH8","osmY","Cefotaxime",3,"lfq",30.9923
"P0AFH8","osmY","Impipenem",1,"lfq",31.0567
"P0AFH8","osmY","Impipenem",2,"lfq",31.2167
"P0AFH8","osmY","Impipenem",3,"lfq",31.1295
"P0AFH8","osmY","Ciprofloxacin",1,"lfq",28.3119
"P0AFH8","osmY","Ciprofloxacin",2,"lfq",29.8111
"P0AFH8","osmY","Ciprofloxacin",3,"lfq",29.0187
"P0AFH8","osmY","Control",1,"lfq",30.5009
"P0AFH8","osmY","Control",2,"lfq",30.9523
"P0AFH8","osmY","Control",3,"lfq",30.7694
"P0AFI2","parC","Ampicillin",1,"lfq",23.4777
"P0AFI2","parC","Ampicillin",2,"lfq",25.1245
"P0AFI2","parC","Ampicillin",3,"lfq",25.314
"P0AFI2","parC","Cefotaxime",1,"lfq",24.7338
"P0AFI2","parC","Cefotaxime",2,"lfq",25.7566
"P0AFI2","parC","Cefotaxime",3,"lfq",25.3481
"P0AFI2","parC","Impipenem",1,"lfq",25.0936
"P0AFI2","parC","Impipenem",2,"lfq",24.8471
"P0AFI2","parC","Impipenem",3,"lfq",24.9235
"P0AFI2","parC","Ciprofloxacin",1,"lfq",24.7614
"P0AFI2","parC","Ciprofloxacin",2,"lfq",25.3211
"P0AFI2","parC","Ciprofloxacin",3,"lfq",25.2787
"P0AFI2","parC","Control",1,"lfq",25.0963
"P0AFI2","parC","Control",2,"lfq",25.0891
"P0AFI2","parC","Control",3,"lfq",24.871
"P0AFJ1","phnA","Ampicillin",1,"lfq",25.5673
"P0AFJ1","phnA","Ampicillin",2,"lfq",25.4121
"P0AFJ1","phnA","Ampicillin",3,"lfq",27.3476
"P0AFJ1","phnA","Cefotaxime",1,"lfq",27.2257
"P0AFJ1","phnA","Cefotaxime",2,"lfq",27.1653
"P0AFJ1","phnA","Cefotaxime",3,"lfq",27.3633
"P0AFJ1","phnA","Impipenem",1,"lfq",24.0145
"P0AFJ1","phnA","Impipenem",2,"lfq",24.0731
"P0AFJ1","phnA","Impipenem",3,"lfq",27.6266
"P0AFJ1","phnA","Ciprofloxacin",1,"lfq",26.5812
"P0AFJ1","phnA","Ciprofloxacin",2,"lfq",22.7624
"P0AFJ1","phnA","Ciprofloxacin",3,"lfq",24.5214
"P0AFJ1","phnA","Control",1,"lfq",26.7349
"P0AFJ1","phnA","Control",2,"lfq",24.9889
"P0AFJ1","phnA","Control",3,"lfq",24.3693
"P0AFK0","pmbA","Ampicillin",1,"lfq",27.554
"P0AFK0","pmbA","Ampicillin",2,"lfq",27.7562
"P0AFK0","pmbA","Ampicillin",3,"lfq",27.6464
"P0AFK0","pmbA","Cefotaxime",1,"lfq",27.8454
"P0AFK0","pmbA","Cefotaxime",2,"lfq",27.9434
"P0AFK0","pmbA","Cefotaxime",3,"lfq",28.0243
"P0AFK0","pmbA","Impipenem",1,"lfq",27.9949
"P0AFK0","pmbA","Impipenem",2,"lfq",28.0158
"P0AFK0","pmbA","Impipenem",3,"lfq",27.8384
"P0AFK0","pmbA","Ciprofloxacin",1,"lfq",28.2183
"P0AFK0","pmbA","Ciprofloxacin",2,"lfq",28.1264
"P0AFK0","pmbA","Ciprofloxacin",3,"lfq",27.641
"P0AFK0","pmbA","Control",1,"lfq",27.3238
"P0AFK0","pmbA","Control",2,"lfq",27.8
"P0AFK0","pmbA","Control",3,"lfq",27.9591
"P0AFK9","potD","Ampicillin",1,"lfq",29.4276
"P0AFK9","potD","Ampicillin",2,"lfq",28.3213
"P0AFK9","potD","Ampicillin",3,"lfq",29.5025
"P0AFK9","potD","Cefotaxime",1,"lfq",28.3642
"P0AFK9","potD","Cefotaxime",2,"lfq",29.2035
"P0AFK9","potD","Cefotaxime",3,"lfq",28.5772
"P0AFK9","potD","Impipenem",1,"lfq",27.9884
"P0AFK9","potD","Impipenem",2,"lfq",28.3581
"P0AFK9","potD","Impipenem",3,"lfq",28.8072
"P0AFK9","potD","Ciprofloxacin",1,"lfq",28.787
"P0AFK9","potD","Ciprofloxacin",2,"lfq",28.3547
"P0AFK9","potD","Ciprofloxacin",3,"lfq",28.5013
"P0AFK9","potD","Control",1,"lfq",28.2694
"P0AFK9","potD","Control",2,"lfq",28.5141
"P0AFK9","potD","Control",3,"lfq",28.562
"P0AFL3","ppiA","Ampicillin",1,"lfq",28.2635
"P0AFL3","ppiA","Ampicillin",2,"lfq",28.0315
"P0AFL3","ppiA","Ampicillin",3,"lfq",29.1518
"P0AFL3","ppiA","Cefotaxime",1,"lfq",28.6797
"P0AFL3","ppiA","Cefotaxime",2,"lfq",29.8671
"P0AFL3","ppiA","Cefotaxime",3,"lfq",28.4321
"P0AFL3","ppiA","Impipenem",1,"lfq",28.8376
"P0AFL3","ppiA","Impipenem",2,"lfq",28.0955
"P0AFL3","ppiA","Impipenem",3,"lfq",29.625
"P0AFL3","ppiA","Ciprofloxacin",1,"lfq",28.1399
